direction,datetime,date,year,week,weekday,hour
incoming,2025-09-04 11:01:15.273,2025-09-04,2025,36,3,11
incoming,2025-09-04 10:56:13.866,2025-09-04,2025,36,3,10
incoming,2025-09-04 10:54:52.464,2025-09-04,2025,36,3,10
incoming,2025-09-04 09:51:33.292,2025-09-04,2025,36,3,9
incoming,2025-09-04 09:49:27.304,2025-09-04,2025,36,3,9
incoming,2025-09-04 08:42:41.576,2025-09-04,2025,36,3,8
incoming,2025-09-04 08:25:11.675,2025-09-04,2025,36,3,8
incoming,2025-09-04 08:10:39.418,2025-09-04,2025,36,3,8
incoming,2025-09-04 08:08:05.561,2025-09-04,2025,36,3,8
incoming,2025-09-04 08:07:03.924,2025-09-04,2025,36,3,8
incoming,2025-09-04 08:02:03.401,2025-09-04,2025,36,3,8
incoming,2025-09-04 00:18:41.278,2025-09-04,2025,36,3,0
incoming,2025-09-03 21:02:13.763,2025-09-03,2025,36,2,21
incoming,2025-09-03 17:50:52.787,2025-09-03,2025,36,2,17
incoming,2025-09-03 17:42:40.600,2025-09-03,2025,36,2,17
incoming,2025-09-03 17:10:23.947,2025-09-03,2025,36,2,17
incoming,2025-09-03 17:02:26.324,2025-09-03,2025,36,2,17
incoming,2025-09-03 16:25:57.684,2025-09-03,2025,36,2,16
incoming,2025-09-03 15:51:00.762,2025-09-03,2025,36,2,15
incoming,2025-09-03 15:49:29.666,2025-09-03,2025,36,2,15
incoming,2025-09-03 15:25:23.555,2025-09-03,2025,36,2,15
incoming,2025-09-03 15:19:31.358,2025-09-03,2025,36,2,15
incoming,2025-09-03 14:39:22.753,2025-09-03,2025,36,2,14
incoming,2025-09-03 14:21:29.754,2025-09-03,2025,36,2,14
incoming,2025-09-03 14:08:16.052,2025-09-03,2025,36,2,14
incoming,2025-09-03 13:50:05.124,2025-09-03,2025,36,2,13
incoming,2025-09-03 12:39:51.504,2025-09-03,2025,36,2,12
incoming,2025-09-03 11:30:21.644,2025-09-03,2025,36,2,11
incoming,2025-09-03 11:27:03.993,2025-09-03,2025,36,2,11
incoming,2025-09-03 11:26:13.464,2025-09-03,2025,36,2,11
incoming,2025-09-03 10:50:19.180,2025-09-03,2025,36,2,10
incoming,2025-09-03 10:07:49.835,2025-09-03,2025,36,2,10
incoming,2025-09-03 10:01:24.200,2025-09-03,2025,36,2,10
incoming,2025-09-03 09:35:33.836,2025-09-03,2025,36,2,9
incoming,2025-09-03 08:53:19.914,2025-09-03,2025,36,2,8
incoming,2025-09-03 08:12:40.307,2025-09-03,2025,36,2,8
incoming,2025-09-03 07:35:53.859,2025-09-03,2025,36,2,7
incoming,2025-09-02 20:54:02.922,2025-09-02,2025,36,1,20
incoming,2025-09-02 18:52:37.368,2025-09-02,2025,36,1,18
incoming,2025-09-02 17:00:30.450,2025-09-02,2025,36,1,17
incoming,2025-09-02 16:53:56.258,2025-09-02,2025,36,1,16
incoming,2025-09-02 16:14:54.338,2025-09-02,2025,36,1,16
incoming,2025-09-02 16:08:12.939,2025-09-02,2025,36,1,16
incoming,2025-09-02 16:06:50.483,2025-09-02,2025,36,1,16
incoming,2025-09-02 16:00:37.607,2025-09-02,2025,36,1,16
incoming,2025-09-02 15:59:46.114,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:40:00.663,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:32:15.093,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:17:05.845,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:17:01.203,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:15:07.919,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:13:28.820,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:07:48.853,2025-09-02,2025,36,1,15
incoming,2025-09-02 15:06:21.980,2025-09-02,2025,36,1,15
incoming,2025-09-02 14:39:59.965,2025-09-02,2025,36,1,14
incoming,2025-09-02 14:30:27.485,2025-09-02,2025,36,1,14
incoming,2025-09-02 14:14:23.165,2025-09-02,2025,36,1,14
incoming,2025-09-02 13:36:27.285,2025-09-02,2025,36,1,13
incoming,2025-09-02 13:10:03.116,2025-09-02,2025,36,1,13
incoming,2025-09-02 11:33:39.981,2025-09-02,2025,36,1,11
incoming,2025-09-02 10:48:20.120,2025-09-02,2025,36,1,10
incoming,2025-09-02 10:48:19.757,2025-09-02,2025,36,1,10
incoming,2025-09-02 10:42:45.599,2025-09-02,2025,36,1,10
incoming,2025-09-02 10:29:00.352,2025-09-02,2025,36,1,10
incoming,2025-09-02 09:49:33.854,2025-09-02,2025,36,1,9
incoming,2025-09-02 08:54:07.931,2025-09-02,2025,36,1,8
incoming,2025-09-02 07:38:13.456,2025-09-02,2025,36,1,7
incoming,2025-09-02 01:26:42.158,2025-09-02,2025,36,1,1
incoming,2025-09-02 01:26:38.670,2025-09-02,2025,36,1,1
incoming,2025-09-02 01:25:52.279,2025-09-02,2025,36,1,1
incoming,2025-09-01 21:49:28.574,2025-09-01,2025,36,0,21
incoming,2025-09-01 16:36:28.915,2025-09-01,2025,36,0,16
incoming,2025-09-01 16:28:16.002,2025-09-01,2025,36,0,16
incoming,2025-09-01 15:18:37.659,2025-09-01,2025,36,0,15
incoming,2025-09-01 15:08:41.587,2025-09-01,2025,36,0,15
incoming,2025-09-01 15:04:55.390,2025-09-01,2025,36,0,15
incoming,2025-09-01 14:49:33.750,2025-09-01,2025,36,0,14
incoming,2025-09-01 14:05:03.870,2025-09-01,2025,36,0,14
incoming,2025-09-01 13:23:26.188,2025-09-01,2025,36,0,13
incoming,2025-09-01 12:39:29.278,2025-09-01,2025,36,0,12
incoming,2025-09-01 12:33:12.931,2025-09-01,2025,36,0,12
incoming,2025-09-01 12:14:09.690,2025-09-01,2025,36,0,12
incoming,2025-09-01 12:02:59.727,2025-09-01,2025,36,0,12
incoming,2025-09-01 12:00:21.903,2025-09-01,2025,36,0,12
incoming,2025-09-01 11:12:43.855,2025-09-01,2025,36,0,11
incoming,2025-09-01 10:53:30.123,2025-09-01,2025,36,0,10
incoming,2025-09-01 10:48:42.834,2025-09-01,2025,36,0,10
incoming,2025-09-01 10:43:01.964,2025-09-01,2025,36,0,10
incoming,2025-09-01 10:26:40.126,2025-09-01,2025,36,0,10
incoming,2025-09-01 10:09:02.482,2025-09-01,2025,36,0,10
incoming,2025-09-01 10:07:51.261,2025-09-01,2025,36,0,10
incoming,2025-09-01 09:36:18.165,2025-09-01,2025,36,0,9
incoming,2025-09-01 09:30:23.260,2025-09-01,2025,36,0,9
incoming,2025-09-01 09:29:16.584,2025-09-01,2025,36,0,9
incoming,2025-09-01 09:21:54.776,2025-09-01,2025,36,0,9
incoming,2025-09-01 09:20:20.794,2025-09-01,2025,36,0,9
incoming,2025-09-01 09:10:36.112,2025-09-01,2025,36,0,9
incoming,2025-09-01 08:44:54.601,2025-09-01,2025,36,0,8
incoming,2025-09-01 08:32:29.338,2025-09-01,2025,36,0,8
incoming,2025-08-31 09:42:48.965,2025-08-31,2025,35,6,9
incoming,2025-08-30 22:00:40.641,2025-08-30,2025,35,5,22
incoming,2025-08-30 20:39:40.619,2025-08-30,2025,35,5,20
incoming,2025-08-30 20:26:29.882,2025-08-30,2025,35,5,20
incoming,2025-08-30 17:10:32.607,2025-08-30,2025,35,5,17
incoming,2025-08-29 22:20:16.943,2025-08-29,2025,35,4,22
incoming,2025-08-29 16:21:10.594,2025-08-29,2025,35,4,16
incoming,2025-08-29 15:46:59.985,2025-08-29,2025,35,4,15
incoming,2025-08-29 15:41:35.043,2025-08-29,2025,35,4,15
incoming,2025-08-29 15:37:22.923,2025-08-29,2025,35,4,15
incoming,2025-08-29 15:14:12.105,2025-08-29,2025,35,4,15
incoming,2025-08-29 15:04:24.986,2025-08-29,2025,35,4,15
incoming,2025-08-29 15:01:10.187,2025-08-29,2025,35,4,15
incoming,2025-08-29 14:41:23.467,2025-08-29,2025,35,4,14
incoming,2025-08-29 13:56:37.123,2025-08-29,2025,35,4,13
incoming,2025-08-29 13:31:14.105,2025-08-29,2025,35,4,13
incoming,2025-08-29 11:56:53.816,2025-08-29,2025,35,4,11
incoming,2025-08-29 11:42:11.741,2025-08-29,2025,35,4,11
incoming,2025-08-29 09:39:36.504,2025-08-29,2025,35,4,9
incoming,2025-08-28 18:33:19.341,2025-08-28,2025,35,3,18
incoming,2025-08-28 17:03:41.981,2025-08-28,2025,35,3,17
incoming,2025-08-28 16:39:42.895,2025-08-28,2025,35,3,16
incoming,2025-08-28 16:17:07.816,2025-08-28,2025,35,3,16
incoming,2025-08-28 16:16:05.338,2025-08-28,2025,35,3,16
incoming,2025-08-28 16:10:09.389,2025-08-28,2025,35,3,16
incoming,2025-08-28 15:54:10.787,2025-08-28,2025,35,3,15
incoming,2025-08-28 15:49:25.882,2025-08-28,2025,35,3,15
incoming,2025-08-28 15:21:11.783,2025-08-28,2025,35,3,15
incoming,2025-08-28 15:17:36.978,2025-08-28,2025,35,3,15
incoming,2025-08-28 15:10:26.489,2025-08-28,2025,35,3,15
incoming,2025-08-28 15:02:09.392,2025-08-28,2025,35,3,15
incoming,2025-08-28 14:42:33.455,2025-08-28,2025,35,3,14
incoming,2025-08-28 13:54:02.095,2025-08-28,2025,35,3,13
incoming,2025-08-28 13:42:13.909,2025-08-28,2025,35,3,13
incoming,2025-08-28 13:01:22.502,2025-08-28,2025,35,3,13
incoming,2025-08-28 11:06:06.761,2025-08-28,2025,35,3,11
incoming,2025-08-28 10:48:47.616,2025-08-28,2025,35,3,10
incoming,2025-08-28 10:38:06.696,2025-08-28,2025,35,3,10
incoming,2025-08-28 10:27:08.540,2025-08-28,2025,35,3,10
incoming,2025-08-28 10:01:40.859,2025-08-28,2025,35,3,10
incoming,2025-08-28 09:48:37.836,2025-08-28,2025,35,3,9
incoming,2025-08-28 09:47:53.892,2025-08-28,2025,35,3,9
incoming,2025-08-28 08:04:08.803,2025-08-28,2025,35,3,8
incoming,2025-08-28 07:38:32.894,2025-08-28,2025,35,3,7
incoming,2025-08-27 21:27:02.778,2025-08-27,2025,35,2,21
incoming,2025-08-27 21:04:46.760,2025-08-27,2025,35,2,21
incoming,2025-08-27 18:06:05.269,2025-08-27,2025,35,2,18
incoming,2025-08-27 17:27:15.339,2025-08-27,2025,35,2,17
incoming,2025-08-27 17:26:17.976,2025-08-27,2025,35,2,17
incoming,2025-08-27 17:07:59.493,2025-08-27,2025,35,2,17
incoming,2025-08-27 16:27:56.484,2025-08-27,2025,35,2,16
incoming,2025-08-27 16:22:18.513,2025-08-27,2025,35,2,16
incoming,2025-08-27 16:06:50.532,2025-08-27,2025,35,2,16
incoming,2025-08-27 15:52:42.048,2025-08-27,2025,35,2,15
incoming,2025-08-27 15:48:40.816,2025-08-27,2025,35,2,15
incoming,2025-08-27 14:06:13.430,2025-08-27,2025,35,2,14
incoming,2025-08-27 13:38:11.384,2025-08-27,2025,35,2,13
incoming,2025-08-27 13:15:29.308,2025-08-27,2025,35,2,13
incoming,2025-08-27 10:29:50.599,2025-08-27,2025,35,2,10
incoming,2025-08-27 09:51:39.058,2025-08-27,2025,35,2,9
incoming,2025-08-26 22:53:51.132,2025-08-26,2025,35,1,22
incoming,2025-08-26 22:30:37.544,2025-08-26,2025,35,1,22
incoming,2025-08-26 22:22:12.040,2025-08-26,2025,35,1,22
incoming,2025-08-26 16:05:04.918,2025-08-26,2025,35,1,16
incoming,2025-08-26 15:44:34.698,2025-08-26,2025,35,1,15
incoming,2025-08-26 15:30:33.593,2025-08-26,2025,35,1,15
incoming,2025-08-26 15:08:51.582,2025-08-26,2025,35,1,15
incoming,2025-08-26 15:01:50.616,2025-08-26,2025,35,1,15
incoming,2025-08-26 15:01:13.807,2025-08-26,2025,35,1,15
incoming,2025-08-26 14:43:37.513,2025-08-26,2025,35,1,14
incoming,2025-08-26 14:22:47.858,2025-08-26,2025,35,1,14
incoming,2025-08-26 13:48:41.646,2025-08-26,2025,35,1,13
incoming,2025-08-26 13:40:46.759,2025-08-26,2025,35,1,13
incoming,2025-08-26 13:00:52.225,2025-08-26,2025,35,1,13
incoming,2025-08-26 12:50:12.740,2025-08-26,2025,35,1,12
incoming,2025-08-26 12:46:33.450,2025-08-26,2025,35,1,12
incoming,2025-08-26 12:16:39.159,2025-08-26,2025,35,1,12
incoming,2025-08-26 12:11:35.335,2025-08-26,2025,35,1,12
incoming,2025-08-26 12:00:07.759,2025-08-26,2025,35,1,12
incoming,2025-08-26 10:34:22.629,2025-08-26,2025,35,1,10
incoming,2025-08-26 09:39:27.012,2025-08-26,2025,35,1,9
incoming,2025-08-26 07:34:30.458,2025-08-26,2025,35,1,7
incoming,2025-08-25 18:11:23.101,2025-08-25,2025,35,0,18
incoming,2025-08-25 16:17:06.630,2025-08-25,2025,35,0,16
incoming,2025-08-25 16:02:35.743,2025-08-25,2025,35,0,16
incoming,2025-08-25 15:37:29.523,2025-08-25,2025,35,0,15
incoming,2025-08-25 13:00:11.798,2025-08-25,2025,35,0,13
incoming,2025-08-25 12:50:44.285,2025-08-25,2025,35,0,12
incoming,2025-08-25 11:28:43.562,2025-08-25,2025,35,0,11
incoming,2025-08-25 10:01:24.347,2025-08-25,2025,35,0,10
incoming,2025-08-25 09:16:53.142,2025-08-25,2025,35,0,9
incoming,2025-08-25 08:56:13.816,2025-08-25,2025,35,0,8
incoming,2025-08-23 15:55:26.457,2025-08-23,2025,34,5,15
incoming,2025-08-23 08:33:33.002,2025-08-23,2025,34,5,8
incoming,2025-08-22 17:36:39.596,2025-08-22,2025,34,4,17
incoming,2025-08-22 17:13:06.942,2025-08-22,2025,34,4,17
incoming,2025-08-22 16:24:55.264,2025-08-22,2025,34,4,16
incoming,2025-08-22 13:02:12.910,2025-08-22,2025,34,4,13
incoming,2025-08-22 11:44:52.264,2025-08-22,2025,34,4,11
incoming,2025-08-22 09:40:20.462,2025-08-22,2025,34,4,9
incoming,2025-08-22 09:01:36.466,2025-08-22,2025,34,4,9
incoming,2025-08-22 00:54:13.926,2025-08-22,2025,34,4,0
incoming,2025-08-21 21:36:35.971,2025-08-21,2025,34,3,21
incoming,2025-08-21 17:04:07.494,2025-08-21,2025,34,3,17
incoming,2025-08-21 15:33:36.720,2025-08-21,2025,34,3,15
incoming,2025-08-21 14:10:09.296,2025-08-21,2025,34,3,14
incoming,2025-08-21 13:31:01.788,2025-08-21,2025,34,3,13
incoming,2025-08-21 12:27:09.550,2025-08-21,2025,34,3,12
incoming,2025-08-21 09:39:47.318,2025-08-21,2025,34,3,9
incoming,2025-08-21 08:51:53.394,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:49:52.455,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:32:00.908,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:31:07.779,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:30:27.426,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:29:23.891,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:28:38.963,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:14:20.724,2025-08-21,2025,34,3,8
incoming,2025-08-21 08:00:51.791,2025-08-21,2025,34,3,8
incoming,2025-08-21 07:58:50.873,2025-08-21,2025,34,3,7
incoming,2025-08-20 20:42:11.208,2025-08-20,2025,34,2,20
incoming,2025-08-20 20:37:08.095,2025-08-20,2025,34,2,20
incoming,2025-08-20 19:28:51.738,2025-08-20,2025,34,2,19
incoming,2025-08-20 16:59:08.260,2025-08-20,2025,34,2,16
incoming,2025-08-20 16:52:15.448,2025-08-20,2025,34,2,16
incoming,2025-08-20 16:08:50.546,2025-08-20,2025,34,2,16
incoming,2025-08-20 15:42:36.016,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:38:25.723,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:36:14.716,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:34:42.297,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:27:11.426,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:23:08.724,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:21:07.625,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:19:21.543,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:18:05.237,2025-08-20,2025,34,2,15
incoming,2025-08-20 15:17:29.887,2025-08-20,2025,34,2,15
incoming,2025-08-20 14:56:25.985,2025-08-20,2025,34,2,14
incoming,2025-08-20 14:30:43.446,2025-08-20,2025,34,2,14
incoming,2025-08-20 14:16:35.159,2025-08-20,2025,34,2,14
incoming,2025-08-20 11:57:01.950,2025-08-20,2025,34,2,11
incoming,2025-08-20 11:38:16.755,2025-08-20,2025,34,2,11
incoming,2025-08-20 10:00:27.447,2025-08-20,2025,34,2,10
incoming,2025-08-20 09:05:34.172,2025-08-20,2025,34,2,9
incoming,2025-08-19 22:49:48.007,2025-08-19,2025,34,1,22
incoming,2025-08-19 15:41:26.965,2025-08-19,2025,34,1,15
incoming,2025-08-19 14:44:15.357,2025-08-19,2025,34,1,14
incoming,2025-08-19 14:15:16.074,2025-08-19,2025,34,1,14
incoming,2025-08-19 13:30:14.251,2025-08-19,2025,34,1,13
incoming,2025-08-19 13:29:00.494,2025-08-19,2025,34,1,13
incoming,2025-08-19 13:07:58.428,2025-08-19,2025,34,1,13
incoming,2025-08-19 12:53:23.723,2025-08-19,2025,34,1,12
incoming,2025-08-19 12:49:28.472,2025-08-19,2025,34,1,12
incoming,2025-08-19 12:21:58.992,2025-08-19,2025,34,1,12
incoming,2025-08-19 11:09:51.167,2025-08-19,2025,34,1,11
incoming,2025-08-19 11:09:30.250,2025-08-19,2025,34,1,11
incoming,2025-08-19 11:02:53.325,2025-08-19,2025,34,1,11
incoming,2025-08-19 10:49:57.667,2025-08-19,2025,34,1,10
incoming,2025-08-19 09:47:04.670,2025-08-19,2025,34,1,9
incoming,2025-08-19 09:45:45.479,2025-08-19,2025,34,1,9
incoming,2025-08-19 09:23:12.480,2025-08-19,2025,34,1,9
incoming,2025-08-19 08:47:50.057,2025-08-19,2025,34,1,8
incoming,2025-08-19 08:18:16.605,2025-08-19,2025,34,1,8
incoming,2025-08-19 08:15:42.369,2025-08-19,2025,34,1,8
incoming,2025-08-19 08:13:38.375,2025-08-19,2025,34,1,8
incoming,2025-08-19 07:20:15.899,2025-08-19,2025,34,1,7
incoming,2025-08-18 19:25:58.833,2025-08-18,2025,34,0,19
incoming,2025-08-18 16:56:45.516,2025-08-18,2025,34,0,16
incoming,2025-08-18 15:34:08.517,2025-08-18,2025,34,0,15
incoming,2025-08-18 13:25:32.658,2025-08-18,2025,34,0,13
incoming,2025-08-18 13:04:10.943,2025-08-18,2025,34,0,13
incoming,2025-08-18 12:43:42.512,2025-08-18,2025,34,0,12
incoming,2025-08-18 12:20:27.480,2025-08-18,2025,34,0,12
incoming,2025-08-18 11:44:15.722,2025-08-18,2025,34,0,11
incoming,2025-08-18 11:33:44.797,2025-08-18,2025,34,0,11
incoming,2025-08-18 10:37:10.600,2025-08-18,2025,34,0,10
incoming,2025-08-18 08:24:16.957,2025-08-18,2025,34,0,8
incoming,2025-08-17 18:07:55.566,2025-08-17,2025,33,6,18
incoming,2025-08-17 00:17:31.959,2025-08-17,2025,33,6,0
incoming,2025-08-16 07:57:26.430,2025-08-16,2025,33,5,7
incoming,2025-08-15 16:09:17.814,2025-08-15,2025,33,4,16
incoming,2025-08-15 15:19:16.475,2025-08-15,2025,33,4,15
incoming,2025-08-15 15:18:20.385,2025-08-15,2025,33,4,15
incoming,2025-08-15 13:02:28.007,2025-08-15,2025,33,4,13
incoming,2025-08-15 09:17:19.578,2025-08-15,2025,33,4,9
incoming,2025-08-14 20:44:18.536,2025-08-14,2025,33,3,20
incoming,2025-08-14 20:42:32.251,2025-08-14,2025,33,3,20
incoming,2025-08-14 17:15:04.697,2025-08-14,2025,33,3,17
incoming,2025-08-14 16:01:12.368,2025-08-14,2025,33,3,16
incoming,2025-08-14 14:27:30.048,2025-08-14,2025,33,3,14
incoming,2025-08-14 14:06:45.165,2025-08-14,2025,33,3,14
incoming,2025-08-14 13:59:27.649,2025-08-14,2025,33,3,13
incoming,2025-08-14 13:52:44.736,2025-08-14,2025,33,3,13
incoming,2025-08-14 13:36:00.579,2025-08-14,2025,33,3,13
incoming,2025-08-14 10:56:37.672,2025-08-14,2025,33,3,10
incoming,2025-08-14 10:51:06.125,2025-08-14,2025,33,3,10
incoming,2025-08-14 09:53:43.342,2025-08-14,2025,33,3,9
incoming,2025-08-14 03:22:41.346,2025-08-14,2025,33,3,3
incoming,2025-08-14 03:22:11.933,2025-08-14,2025,33,3,3
incoming,2025-08-14 03:22:04.502,2025-08-14,2025,33,3,3
incoming,2025-08-14 03:21:47.699,2025-08-14,2025,33,3,3
incoming,2025-08-14 03:21:42.726,2025-08-14,2025,33,3,3
incoming,2025-08-14 01:30:34.109,2025-08-14,2025,33,3,1
incoming,2025-08-13 21:18:15.267,2025-08-13,2025,33,2,21
incoming,2025-08-13 17:10:19.195,2025-08-13,2025,33,2,17
incoming,2025-08-13 16:15:15.440,2025-08-13,2025,33,2,16
incoming,2025-08-13 13:36:28.352,2025-08-13,2025,33,2,13
incoming,2025-08-13 12:31:52.549,2025-08-13,2025,33,2,12
incoming,2025-08-13 11:51:58.401,2025-08-13,2025,33,2,11
incoming,2025-08-13 10:55:11.156,2025-08-13,2025,33,2,10
incoming,2025-08-13 10:45:31.919,2025-08-13,2025,33,2,10
incoming,2025-08-13 10:41:45.257,2025-08-13,2025,33,2,10
incoming,2025-08-13 10:00:55.247,2025-08-13,2025,33,2,10
incoming,2025-08-13 09:36:08.148,2025-08-13,2025,33,2,9
incoming,2025-08-13 09:21:31.810,2025-08-13,2025,33,2,9
incoming,2025-08-12 21:00:39.893,2025-08-12,2025,33,1,21
incoming,2025-08-12 15:43:48.277,2025-08-12,2025,33,1,15
incoming,2025-08-12 15:24:55.654,2025-08-12,2025,33,1,15
incoming,2025-08-12 14:05:05.282,2025-08-12,2025,33,1,14
incoming,2025-08-12 11:27:00.180,2025-08-12,2025,33,1,11
incoming,2025-08-12 10:24:15.669,2025-08-12,2025,33,1,10
incoming,2025-08-12 10:24:13.624,2025-08-12,2025,33,1,10
incoming,2025-08-12 09:57:03.333,2025-08-12,2025,33,1,9
incoming,2025-08-12 09:27:09.250,2025-08-12,2025,33,1,9
incoming,2025-08-12 08:58:51.207,2025-08-12,2025,33,1,8
incoming,2025-08-12 08:40:52.808,2025-08-12,2025,33,1,8
incoming,2025-08-12 07:46:16.166,2025-08-12,2025,33,1,7
incoming,2025-08-12 07:46:15.784,2025-08-12,2025,33,1,7
incoming,2025-08-12 07:22:26.176,2025-08-12,2025,33,1,7
incoming,2025-08-11 18:04:34.568,2025-08-11,2025,33,0,18
incoming,2025-08-11 15:21:01.070,2025-08-11,2025,33,0,15
incoming,2025-08-11 15:20:54.530,2025-08-11,2025,33,0,15
incoming,2025-08-11 14:53:48.740,2025-08-11,2025,33,0,14
incoming,2025-08-11 14:12:01.276,2025-08-11,2025,33,0,14
incoming,2025-08-11 13:09:13.329,2025-08-11,2025,33,0,13
incoming,2025-08-11 11:43:18.191,2025-08-11,2025,33,0,11
incoming,2025-08-11 11:40:25.167,2025-08-11,2025,33,0,11
incoming,2025-08-11 11:11:35.473,2025-08-11,2025,33,0,11
incoming,2025-08-11 10:55:43.011,2025-08-11,2025,33,0,10
incoming,2025-08-11 10:14:57.739,2025-08-11,2025,33,0,10
incoming,2025-08-11 10:01:23.046,2025-08-11,2025,33,0,10
incoming,2025-08-09 03:15:22.472,2025-08-09,2025,32,5,3
incoming,2025-08-09 03:15:22.178,2025-08-09,2025,32,5,3
incoming,2025-08-09 03:15:19.046,2025-08-09,2025,32,5,3
incoming,2025-08-08 13:59:45.542,2025-08-08,2025,32,4,13
incoming,2025-08-08 13:38:52.932,2025-08-08,2025,32,4,13
incoming,2025-08-08 13:17:11.377,2025-08-08,2025,32,4,13
incoming,2025-08-08 12:01:37.717,2025-08-08,2025,32,4,12
incoming,2025-08-08 09:29:06.992,2025-08-08,2025,32,4,9
incoming,2025-08-08 09:25:42.948,2025-08-08,2025,32,4,9
incoming,2025-08-08 09:19:13.885,2025-08-08,2025,32,4,9
incoming,2025-08-08 08:09:58.581,2025-08-08,2025,32,4,8
incoming,2025-08-07 20:26:13.963,2025-08-07,2025,32,3,20
incoming,2025-08-07 17:00:59.787,2025-08-07,2025,32,3,17
incoming,2025-08-07 16:38:09.343,2025-08-07,2025,32,3,16
incoming,2025-08-07 13:30:55.479,2025-08-07,2025,32,3,13
incoming,2025-08-07 12:18:09.552,2025-08-07,2025,32,3,12
incoming,2025-08-07 11:44:18.822,2025-08-07,2025,32,3,11
incoming,2025-08-07 10:31:04.426,2025-08-07,2025,32,3,10
incoming,2025-08-07 10:12:56.552,2025-08-07,2025,32,3,10
incoming,2025-08-07 08:59:13.095,2025-08-07,2025,32,3,8
incoming,2025-08-06 12:24:47.577,2025-08-06,2025,32,2,12
incoming,2025-08-06 11:45:33.362,2025-08-06,2025,32,2,11
incoming,2025-08-06 11:35:08.707,2025-08-06,2025,32,2,11
incoming,2025-08-06 10:10:46.220,2025-08-06,2025,32,2,10
incoming,2025-08-06 10:05:28.651,2025-08-06,2025,32,2,10
incoming,2025-08-06 01:15:16.967,2025-08-06,2025,32,2,1
incoming,2025-08-05 20:02:09.709,2025-08-05,2025,32,1,20
incoming,2025-08-05 17:41:17.587,2025-08-05,2025,32,1,17
incoming,2025-08-05 12:20:52.511,2025-08-05,2025,32,1,12
incoming,2025-08-05 11:34:12.478,2025-08-05,2025,32,1,11
incoming,2025-08-05 11:24:52.575,2025-08-05,2025,32,1,11
incoming,2025-08-05 11:00:36.089,2025-08-05,2025,32,1,11
incoming,2025-08-05 10:15:32.664,2025-08-05,2025,32,1,10
incoming,2025-08-05 07:57:08.965,2025-08-05,2025,32,1,7
incoming,2025-08-04 19:46:10.729,2025-08-04,2025,32,0,19
incoming,2025-08-04 19:29:30.196,2025-08-04,2025,32,0,19
incoming,2025-08-04 19:23:36.641,2025-08-04,2025,32,0,19
incoming,2025-08-04 17:35:18.421,2025-08-04,2025,32,0,17
incoming,2025-08-04 17:35:01.953,2025-08-04,2025,32,0,17
incoming,2025-08-04 17:25:39.997,2025-08-04,2025,32,0,17
incoming,2025-08-04 16:56:08.648,2025-08-04,2025,32,0,16
incoming,2025-08-04 16:49:02.293,2025-08-04,2025,32,0,16
incoming,2025-08-04 15:55:50.286,2025-08-04,2025,32,0,15
incoming,2025-08-04 15:45:27.417,2025-08-04,2025,32,0,15
incoming,2025-08-04 15:40:44.611,2025-08-04,2025,32,0,15
incoming,2025-08-04 15:24:47.418,2025-08-04,2025,32,0,15
incoming,2025-08-04 15:00:28.995,2025-08-04,2025,32,0,15
incoming,2025-08-04 14:58:20.114,2025-08-04,2025,32,0,14
incoming,2025-08-04 14:37:36.158,2025-08-04,2025,32,0,14
incoming,2025-08-04 13:59:30.010,2025-08-04,2025,32,0,13
incoming,2025-08-04 13:52:43.433,2025-08-04,2025,32,0,13
incoming,2025-08-04 13:11:04.423,2025-08-04,2025,32,0,13
incoming,2025-08-04 13:03:29.111,2025-08-04,2025,32,0,13
incoming,2025-08-04 12:14:24.629,2025-08-04,2025,32,0,12
incoming,2025-08-04 12:10:30.248,2025-08-04,2025,32,0,12
incoming,2025-08-04 11:20:18.257,2025-08-04,2025,32,0,11
incoming,2025-08-04 11:16:14.881,2025-08-04,2025,32,0,11
incoming,2025-08-04 10:39:40.282,2025-08-04,2025,32,0,10
incoming,2025-08-04 10:36:28.286,2025-08-04,2025,32,0,10
incoming,2025-08-04 10:30:43.799,2025-08-04,2025,32,0,10
incoming,2025-08-04 10:29:49.628,2025-08-04,2025,32,0,10
